gene	score	logfoldchange	pval	pval_adj	pct_within	pct_outside	cluster
Plek	3.1493661	2.4959233	0.0016362509325120083	0.1508107585025606	0.2875	0.1006808633927278	Neutrophils
Pirb	3.1232612	2.65231	0.0017885890431519787	0.163960440988186	0.25	0.05128205128205128	Neutrophils
Spi1	3.0910487	2.4395988	0.0019945098510933163	0.17784366854270595	0.2625	0.06895552658264523	Neutrophils
Pygl	3.0897934	2.6818898	0.0020029565830330114	0.17784366854270595	0.25	0.054613935969868174	Neutrophils
Arrb2	3.0850801	2.918927	0.0020349727555679176	0.17881400498277883	0.2375	0.040562074460379544	Neutrophils
Tmem71	3.0703545	3.4737334	0.0021380489773359093	0.18653929326601323	0.225	0.027524264812400407	Neutrophils
Atg3	3.0691273	2.7368324	0.0021468511938171073	0.18653929326601323	0.25	0.0595393307257714	Neutrophils
Tuba4a	3.0453093	2.547256	0.002324410430635021	0.20009988067583412	0.25	0.05693176879617558	Neutrophils
Gpi1	3.043636	2.0970614	0.0023373774121265333	0.20019991682956506	0.275	0.0847457627118644	Neutrophils
Cfl1	3.0198739	1.2427818	0.0025287989196291355	0.21442950438995254	0.3875	0.21367521367521367	Neutrophils
Ncf1	3.0156348	2.223239	0.0025644198623232164	0.21636814151810663	0.2625	0.07301173402868318	Neutrophils
Map1lc3b	3.0009646	1.6469967	0.0026912574695333153	0.2248326868266773	0.35	0.20425901781833986	Neutrophils
Itgam	2.982167	2.618396	0.0028621580108662177	0.2356278529431077	0.2375	0.04360423004490801	Neutrophils
Ncf2	2.9628673	2.7249618	0.0030478791284286595	0.24850472182221942	0.2375	0.049688541213964946	Neutrophils
Adpgk	2.945492	4.6547804	0.003224414765144506	0.2582869955481988	0.2	0.008836737650296972	Neutrophils
Adipor1	2.8995855	2.360981	0.003736564398868856	0.2920202564074513	0.2625	0.09025061567434449	Neutrophils
Ptpn6	2.8901029	1.6895664	0.0038511565726738134	0.29959524915584956	0.2875	0.10082572794437202	Neutrophils
Fyb	2.8581693	1.7905382	0.004260931089233964	0.3240409432390977	0.2875	0.10908300738809214	Neutrophils
Stfa2l1	2.8457024	6.8848767	0.004431357489516921	0.33252828170228965	0.1875	0.003042155584528466	Neutrophils
Cyp4f18	2.8401525	3.4035652	0.004509198111579892	0.3351063738255678	0.2125	0.03273938867159206	Neutrophils
Osm	2.798485	5.602883	0.005134293023863002	0.36402576977046336	0.1875	0.00651890482398957	Neutrophils
H2-D1	2.7610013	0.7213958	0.005762444180747918	0.39887873820940384	0.65	0.5577285238302188	Neutrophils
2310001H17Rik	2.740586	3.7089498	0.006132972324253406	0.41939144212505447	0.2	0.024626973779516153	Neutrophils
4632428N05Rik	2.73247	2.5509558	0.006286137345942224	0.42642641299933676	0.225	0.05287556135013762	Neutrophils
Coro1a	2.7220674	1.667122	0.006487494056965202	0.4383323175779795	0.275	0.10763436187165001	Neutrophils
Rgs18	2.7063096	4.3677197	0.006803559753046736	0.4578633724282523	0.1875	0.012313486889758076	Neutrophils
Cotl1	2.6972175	1.4157715	0.006992158900972313	0.4686957422987726	0.3	0.13095755468636824	Neutrophils
Aldoa	2.6909423	1.4011781	0.00712505202984178	0.4740559773232186	0.35	0.20657685064464726	Neutrophils
Txn1	2.6908028	1.2424453	0.007128030792937127	0.4740559773232186	0.3875	0.26727509778357234	Neutrophils
Fgr	2.672758	3.0875602	0.007523046197170273	0.490127000745138	0.2	0.02723453570911198	Neutrophils
Sell	2.6463187	2.5401175	0.008137311454248192	0.5207572262362079	0.2125	0.04099666811531218	Neutrophils
Prr13	2.6394577	1.5909361	0.008303875837303092	0.5274360686322964	0.3	0.1452991452991453	Neutrophils
Klf2	2.6213574	2.2885697	0.008758040248833103	0.5521472289217866	0.225	0.05924960162248298	Neutrophils
Ncf4	2.619405	2.9640849	0.008808328178992679	0.5532608799538402	0.2	0.03143560770679415	Neutrophils
Stk17b	2.6159747	2.2426298	0.008897316479991054	0.5567881556611377	0.2375	0.07663334781978849	Neutrophils
Ccnd3	2.6098948	1.7661606	0.009057010253070616	0.5646979297125903	0.25	0.08025496161089381	Neutrophils
Cnn2	2.5876944	1.3150271	0.00966206476194014	0.5980253879479666	0.3125	0.15616398667246126	Neutrophils
Selplg	2.572104	1.93593	0.010108250118889354	0.618865753668753	0.25	0.09329277125887295	Neutrophils
H3f3a	2.5472822	1.1796008	0.010856560105799565	0.6575585815509102	0.35	0.21295089091699262	Neutrophils
Itgb2	2.5139818	1.5899453	0.011937658198931462	0.7128547373087276	0.2625	0.10575112270027524	Neutrophils
Cd44	2.4989493	1.2857928	0.012456214354876174	0.7267278328926288	0.2875	0.1257424308271766	Neutrophils
Fcnb	2.4985588	9.540278	0.012469945124816025	0.7267278328926288	0.1625	0.0002897291032884253	Neutrophils
Amica1	2.496523	3.3817608	0.012541758665036679	0.7276381706070546	0.1875	0.02824858757062147	Neutrophils
Cebpe	2.495686	8.22622	0.012571377085197653	0.7276381706070546	0.1625	0.000434593654932638	Neutrophils
Cd300ld	2.4321532	3.1335232	0.01500935245613468	0.8415669425024478	0.1875	0.03288425322323627	Neutrophils
Myh9	2.3830395	1.4050846	0.01717035314781844	0.9323013173282895	0.2875	0.15326669563957698	Neutrophils
Nfkbia	2.37986	1.1796888	0.017319214706709874	0.9354030643665374	0.325	0.19266985368680284	Neutrophils
Lcn2	2.3772943	2.334932	0.01744017267420033	0.9389456774024235	0.275	0.1555845284658844	Neutrophils
C5ar1	2.3744495	2.793544	0.017575143513821185	0.943217907755992	0.1875	0.03708532522091844	Neutrophils
Mrpl33	2.3135383	1.5240844	0.020693065853238154	0.9996579092649175	0.275	0.14587860350572215	Neutrophils
Pilra	2.2960234	3.036229	0.021674540039907427	0.9996579092649175	0.175	0.027524264812400407	Neutrophils
Arpc3	2.2915332	1.691665	0.021932593355618202	0.9996579092649175	0.25	0.114442995798928	Neutrophils
AB124611	2.2635598	2.8325849	0.023601203083588145	0.9996579092649175	0.175	0.02882804577719832	Neutrophils
Lta4h	2.2550256	2.356551	0.024131726280956955	0.9996579092649175	0.1875	0.042735042735042736	Neutrophils
Hbb-bs	2.247105	2.0463	0.024633327503400377	0.9996579092649175	0.2125	0.07170795306388526	Neutrophils
Fosb	2.2272193	2.9309392	0.025932610642336637	0.9996579092649175	0.175	0.0331739823265247	Neutrophils
Celf2	2.2214184	1.7185633	0.026322636906962803	0.9996579092649175	0.2375	0.10473707083876575	Neutrophils
Ptplad2	2.210904	3.4504054	0.027042489052436596	0.9996579092649175	0.1625	0.02013617267854556	Neutrophils
Trem3	2.2108202	4.6123023	0.027048284799803302	0.9996579092649175	0.15	0.006229175720701145	Neutrophils
Hdc	2.1957319	2.7297518	0.02811113647845776	0.9996579092649175	0.2125	0.08373171085035491	Neutrophils
Nfe2	2.1944768	4.558743	0.028201143605093057	0.9996579092649175	0.15	0.007532956685499058	Neutrophils
Cdc42	2.1861658	0.8700345	0.028803481439416957	0.9996579092649175	0.3875	0.29465449804432853	Neutrophils
Samsn1	2.1859984	2.3156826	0.028815721936010844	0.9996579092649175	0.1875	0.048674489352455455	Neutrophils
H2-Q10	2.1849945	4.8080974	0.028889259007597968	0.9996579092649175	0.15	0.008981602201941184	Neutrophils
Cdk2ap2	2.155738	1.3858472	0.031104126806662247	0.9996579092649175	0.2875	0.17398232652469942	Neutrophils
Cd244	2.1222982	4.068755	0.03381270262397269	0.9996579092649175	0.15	0.013327538751267565	Neutrophils
1810033B17Rik	2.1193419	2.074615	0.03406158223388452	0.9996579092649175	0.2	0.06620310010140519	Neutrophils
Mrgpra2b	2.105369	7.8714666	0.035259187367877316	0.9996579092649175	0.1375	0.000869187309865276	Neutrophils
Cdkn2d	2.1029985	2.5641658	0.035465899064793034	0.9996579092649175	0.175	0.04041720990873533	Neutrophils
Cks2	2.0854	2.995737	0.03703299895500945	0.9996579092649175	0.1625	0.029117774880486745	Neutrophils
Hk3	2.0604668	5.362321	0.03935395064299258	0.9996579092649175	0.1375	0.003766478342749529	Neutrophils
Sorl1	2.057092	2.3632338	0.03967737773818741	0.9996579092649175	0.1875	0.061857163552078806	Neutrophils
Apobr	2.0536616	2.6447737	0.04000846000652188	0.9996579092649175	0.1625	0.030131826741996232	Neutrophils
Nfkbiz	2.0408602	2.7288034	0.04126472874182882	0.9996579092649175	0.1625	0.03172533681008257	Neutrophils
Gm1840	2.0372624	2.5623639	0.04162375533696124	0.9996579092649175	0.1625	0.03100101405186151	Neutrophils
Arhgap30	2.0228713	1.3785172	0.04308642097518361	0.9996579092649175	0.2375	0.11270462117919745	Neutrophils
Ckap4	2.0186598	3.1405602	0.04352257834144291	0.9996579092649175	0.15	0.019266985368680285	Neutrophils
Plbd1	2.0182695	1.6254811	0.043563205033264114	0.9996579092649175	0.2	0.06837606837606838	Neutrophils
Ccl4	1.9931408	5.463096	0.04624603114842359	0.9996579092649175	0.1375	0.00927133130522961	Neutrophils
Slc2a3	1.9762396	4.104869	0.0481276450518766	0.9996579092649175	0.1375	0.009705924960162248	Neutrophils
Rap1b	1.937417	1.4052932	0.05269437959228828	0.9996579092649175	0.2125	0.089236563812835	Neutrophils
Hcls1	1.9306957	1.6921171	0.05352070021445274	0.9996579092649175	0.2	0.0801100970592496	Neutrophils
Tsc22d3	1.9281856	1.2100852	0.0538320470842803	0.9996579092649175	0.275	0.1749963783862089	Neutrophils
Fcgr3	1.9262612	1.8723576	0.054071769039321996	0.9996579092649175	0.1875	0.06721715196291468	Neutrophils
Plp2	1.9220778	2.1480088	0.054595978327447656	0.9996579092649175	0.1875	0.07040417209908735	Neutrophils
A430104N18Rik	1.9136829	1.8526086	0.05566068377459382	0.9996579092649175	0.1875	0.06504418368825149	Neutrophils
G0s2	1.9119259	3.555352	0.05588570450997431	0.9996579092649175	0.1375	0.013472403302911778	Neutrophils
Marcks	1.90883	1.7960606	0.05628401309587448	0.9996579092649175	0.2	0.08315225264377807	Neutrophils
Il18rap	1.9087465	3.6007242	0.056294810910568475	0.9996579092649175	0.1375	0.014341590612777053	Neutrophils
Gm5483	1.9064316	7.326012	0.056594235048789625	0.9996579092649175	0.125	0.001303780964797914	Neutrophils
Il1f9	1.8911759	6.4727206	0.058600869221422124	0.9996579092649175	0.125	0.002462697377951615	Neutrophils
Ccl3	1.8901719	4.888566	0.05873497957550302	0.9996579092649175	0.1375	0.017094017094017096	Neutrophils
Plaur	1.8898929	2.3300178	0.05877227764792152	0.9996579092649175	0.1625	0.042155584528465885	Neutrophils
Hcst	1.8808566	1.5633194	0.05999141755980502	0.9996579092649175	0.1875	0.06460959003331884	Neutrophils
Abtb1	1.8732706	3.6688695	0.06103101817428889	0.9996579092649175	0.1375	0.017528610748949732	Neutrophils
Hmha1	1.8312408	1.8369081	0.06706460667125534	0.9996579092649175	0.2	0.09242358394900768	Neutrophils
Sri	1.820838	1.1423945	0.06863149477274445	0.9996579092649175	0.25	0.14138780240475154	Neutrophils
Glipr2	1.8161246	2.568524	0.06935126468880279	0.9996579092649175	0.15	0.034622627842966824	Neutrophils
Ptpre	1.8137819	2.0402043	0.06971131995894826	0.9996579092649175	0.1625	0.04635665652614805	Neutrophils
Ppp1r18	1.8000321	1.8683953	0.07185555540186028	0.9996579092649175	0.175	0.06200202810372302	Neutrophils
Pxn	1.7979405	2.6388376	0.07218644355614176	0.9996579092649175	0.15	0.036071273359408955	Neutrophils
Myo1f	1.7949562	2.675199	0.07266066960426355	0.9996579092649175	0.15	0.03723018977256266	Neutrophils
Fgl2	1.7905775	2.4414883	0.07336110964575669	0.9996579092649175	0.15	0.036216137911053166	Neutrophils
Gadd45a	1.7893783	3.1732163	0.0735539104463086	0.9996579092649175	0.1375	0.0228885991597856	Neutrophils
Nfam1	1.773788	2.7495568	0.0760982339309117	0.9996579092649175	0.1375	0.02274373460814139	Neutrophils
Elane	1.7302799	9.064592	0.08358027310777394	0.9996579092649175	0.1125	0.00014486455164421265	Neutrophils
Fcer1a	1.7240605	8.174158	0.08469691848129822	0.9996579092649175	0.1125	0.0005794582065768506	Neutrophils
Prtn3	1.7137692	6.9627614	0.08657112173213138	0.9996579092649175	0.1125	0.001303780964797914	Neutrophils
Btg2	1.7123747	1.584111	0.08682763571802261	0.9996579092649175	0.2125	0.11734028683181226	Neutrophils
Sp140	1.7055417	1.7929887	0.08809343702004682	0.9996579092649175	0.1625	0.05258583224684919	Neutrophils
Slc40a1	1.7050676	6.2787733	0.0881818173256935	0.9996579092649175	0.1125	0.0018832391713747645	Neutrophils
Lpcat2	1.700912	3.7615173	0.08895950757897433	0.9996579092649175	0.125	0.01579023612921918	Neutrophils
Asprv1	1.6972027	6.131014	0.08965834634180686	0.9996579092649175	0.1125	0.002462697377951615	Neutrophils
Adam8	1.6954178	3.609656	0.08999620138771118	0.9996579092649175	0.125	0.016079965232507605	Neutrophils
Adrbk1	1.6796322	2.10979	0.09302890817413859	0.9996579092649175	0.15	0.04287990728668695	Neutrophils
Rhog	1.6748351	1.799465	0.09396658718049651	0.9996579092649175	0.1625	0.05678690424453137	Neutrophils
Il1rn	1.6704285	3.471609	0.09483460797517525	0.9996579092649175	0.125	0.01796320440388237	Neutrophils
Rdh12	1.6620058	4.911424	0.09651160537636191	0.9996579092649175	0.1125	0.0047805302042590175	Neutrophils
Klf7	1.6528301	2.0978727	0.09836544550964117	0.9996579092649175	0.15	0.04418368825148486	Neutrophils
Rasgrp2	1.6440728	2.243596	0.10016118149496386	0.9996579092649175	0.1375	0.03100101405186151	Neutrophils
Tnfaip2	1.6385226	1.6266388	0.10131271029964772	0.9996579092649175	0.1625	0.05736636245110821	Neutrophils
Gpsm3	1.6272552	2.108405	0.10368290729359984	0.9996579092649175	0.15	0.047080979284369114	Neutrophils
Glrx	1.608848	1.9686024	0.10764958827982345	0.9996579092649175	0.15	0.04737070838765754	Neutrophils
Midn	1.6006205	2.530027	0.10946099970214407	0.9996579092649175	0.1375	0.036650731565985806	Neutrophils
Top2a	1.5988356	2.490834	0.10985714704025087	0.9996579092649175	0.125	0.020860495436766623	Neutrophils
Dhrs7	1.5984172	1.7854704	0.10995015776958661	0.9996579092649175	0.175	0.0777922642329422	Neutrophils
Syk	1.5934807	1.5469453	0.11105238983127388	0.9996579092649175	0.1625	0.05997392438070404	Neutrophils
Zfp36l2	1.5876796	1.6631216	0.1123587961163383	0.9996579092649175	0.175	0.07938577430102854	Neutrophils
Klf13	1.5771652	1.7105473	0.11475751368281027	0.9996579092649175	0.1625	0.06417499637838621	Neutrophils
Tpd52	1.5689657	1.5580441	0.11665594703732535	0.9996579092649175	0.1875	0.09749384325655512	Neutrophils
Sirpb1b	1.5669018	3.9964511	0.11713764875652208	0.9996579092649175	0.1125	0.011734028683181226	Neutrophils
Tmx4	1.5659814	2.6611712	0.11735296454764668	0.9996579092649175	0.125	0.024192380124583513	Neutrophils
Plac8	1.5633597	1.0595999	0.11796799139980627	0.9996579092649175	0.1875	0.08416630450528756	Neutrophils
Vasp	1.5619096	1.3614123	0.11830930376941255	0.9996579092649175	0.1875	0.09068520932927712	Neutrophils
Csf1	1.552455	3.7291353	0.12055341533584328	0.9996579092649175	0.1125	0.012603215993046502	Neutrophils
Anp32a	1.5515624	0.66106	0.12076695835191595	0.9996579092649175	0.3375	0.24453136317543098	Neutrophils
Pilrb2	1.5484388	3.2953405	0.12151669071822552	0.9996579092649175	0.1125	0.011878893234825438	Neutrophils
Ly6g	1.5401834	26.311417	0.12351565166848846	0.9996579092649175	0.1	0.0	Neutrophils
Itgb2l	1.5359999	9.4432745	0.12453839217229656	0.9996579092649175	0.1	0.0002897291032884253	Neutrophils
Myl12b	1.5297247	0.5886647	0.1260848725608914	0.9996579092649175	0.375	0.30566420396928873	Neutrophils
Ier3	1.5244257	1.7226306	0.12740240254929386	0.9996579092649175	0.1625	0.06692742285962625	Neutrophils
Cap1	1.5187083	1.271653	0.12883593437363153	0.9996579092649175	0.2	0.10763436187165001	Neutrophils
Cybb	1.5144132	0.79885006	0.12992105134632442	0.9996579092649175	0.25	0.15283210198464436	Neutrophils
Gm16556	1.506381	6.044607	0.1319693850677579	0.9996579092649175	0.1	0.0023178328263074024	Neutrophils
Cd7	1.502337	3.7651963	0.13301009079595952	0.9996579092649175	0.1125	0.016514558887440245	Neutrophils
Asnsd1	1.4993807	1.8983576	0.1337748940914292	0.9996579092649175	0.1375	0.04099666811531218	Neutrophils
Cers6	1.4951973	3.5312595	0.1348629707091569	0.9996579092649175	0.1125	0.016514558887440245	Neutrophils
Gata2	1.4915158	2.6715434	0.13582612493625343	0.9996579092649175	0.125	0.030276691293640447	Neutrophils
Csf2rb	1.4914322	2.1422253	0.13584807637714671	0.9996579092649175	0.1375	0.04403882369984065	Neutrophils
Dck	1.4905955	3.2592049	0.13606774148551073	0.9996579092649175	0.1125	0.01680428799072867	Neutrophils
Cpne3	1.4847386	1.4393104	0.13761308341511336	0.9996579092649175	0.1875	0.09937708242792989	Neutrophils
Litaf	1.4843761	2.1870632	0.13770919039560092	0.9996579092649175	0.1375	0.04418368825148486	Neutrophils
Msra	1.4833162	3.2452788	0.13799041519582006	0.9996579092649175	0.1125	0.017094017094017096	Neutrophils
4833407H14Rik	1.476288	4.901793	0.13986659353242253	0.9996579092649175	0.1	0.004345936549326379	Neutrophils
Emilin2	1.4732201	3.1410112	0.1406916887893693	0.9996579092649175	0.1125	0.018108068955526583	Neutrophils
Tnfsf14	1.4637097	4.6770997	0.14327327682608687	0.9996579092649175	0.1	0.005215123859191656	Neutrophils
Cyb5r1	1.4572114	3.2074509	0.14505803052659713	0.9996579092649175	0.1125	0.019266985368680285	Neutrophils
Trim30b	1.4506574	4.617062	0.14687530429234283	0.9996579092649175	0.1	0.006229175720701145	Neutrophils
Def6	1.4459718	2.7750003	0.1481850983657657	0.9996579092649175	0.1125	0.019266985368680285	Neutrophils
Rnf149	1.4457766	2.5104487	0.1482398661310628	0.9996579092649175	0.125	0.03418803418803419	Neutrophils
Gm9843	1.4363778	0.44950202	0.15089487412556638	0.9996579092649175	0.5	0.4700854700854701	Neutrophils
Cmtm6	1.4263096	1.7854642	0.15377900196606176	0.9996579092649175	0.1375	0.0457771983195712	Neutrophils
Ssh2	1.422656	1.8001319	0.15483589636129086	0.9996579092649175	0.15	0.06374040272345358	Neutrophils
Eno1	1.4050018	1.0604799	0.1600207406574331	0.9996579092649175	0.1875	0.09749384325655512	Neutrophils
Glipr1	1.3971369	1.8087834	0.1623724075704801	0.9996579092649175	0.1375	0.049109083007388095	Neutrophils
Ltb4r1	1.3952125	3.2545543	0.16295176670074096	0.9996579092649175	0.1	0.009126466753585397	Neutrophils
Gcnt2	1.3944595	3.0039499	0.16317889634080807	0.9996579092649175	0.1125	0.023902651021295088	Neutrophils
Pten	1.3845587	2.1876547	0.1661874709105169	0.9996579092649175	0.125	0.03636100246269738	Neutrophils
Cxcl2	1.3746299	3.570139	0.16924622236626063	0.9996579092649175	0.1	0.011154570476604375	Neutrophils
Lcp2	1.3709484	1.7173183	0.17039103377241382	0.9996579092649175	0.1375	0.05099232217876286	Neutrophils
Msl1	1.3699722	1.9170926	0.17069555326411867	0.9996579092649175	0.1375	0.05258583224684919	Neutrophils
Tmem50a	1.3625536	0.8424317	0.17302323681511345	0.9996579092649175	0.275	0.2115022454005505	Neutrophils
H2afz	1.3606013	1.320972	0.1736397110732547	0.9996579092649175	0.175	0.09430682312038244	Neutrophils
Pbxip1	1.3545493	1.429143	0.17556121047192064	0.9996579092649175	0.1625	0.07982036795596117	Neutrophils
Rasgrp4	1.3542424	3.319542	0.17565903437900576	0.9996579092649175	0.1	0.012603215993046502	Neutrophils
Itgal	1.3510351	1.7124287	0.17668417431681904	0.9996579092649175	0.1375	0.05273069679849341	Neutrophils
Trib1	1.340186	2.5297213	0.18018487065903455	0.9996579092649175	0.1125	0.027089671157467767	Neutrophils
Ms4a3	1.3385127	7.04956	0.1807293794670246	0.9996579092649175	0.0875	0.0005794582065768506	Neutrophils
Casp3	1.326771	3.1349828	0.1845844243319088	0.9996579092649175	0.1	0.014341590612777053	Neutrophils
